id	author	year	era1	era2	text	Agitation_models/Agitation.pt	Anger_models/Anger.pt	Fear_models/Fear.pt	Joy_models/Joy.pt	Love_models/Love.pt	Sadness_models/Sadness.pt
3074409X_1913-02-01	nn	1913	pre war	pre	Armeebefehl des	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Art mitgewirkt, so vermag er bei einiger Gewandtheit	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Auffallend war die Haltung des Abg. Dr. Friedberg;	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Aufklärung des Volkes auf christlich-sittlicher	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Augenblick der Kündigung des Waffenstillstandes	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Aukomobilbanditen.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Aus der weiteren Auseinandersetzung verdienen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ausgabe . (Bezug beider Teile).	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ausgabe 42. (mit Nachrichten-Teil).	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ausgabe AA. (Bezug beider Teile).	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Ausgabe B: illustrierter Teil allein. Ausgabe C: Nachrichten-Teil mit ""Bilder vom Tage""."	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Auswörtige Geschäftsstellen: Bremen, Obernseaße 38. Breslau, Ohlauer Straße 67. Cassel, Wilhelmstraße I9. Dresden.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Bandenmitglieder noch manche Schwierigkeit, und	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Beamten, z. B. den sogenannten Technikern, bemerkbar	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Behörden findet wiederum eine Verteilung der Arbeit	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Behörden, den Ministerien oder den Ober-Präsidien zu	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Bei einem solchen Anlaß könnten gewisse, in der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Beinahe zufällig wurde weiterhin am 27. Februar	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Bekämpfung der Sozialdemokratie. Hier traten	0	1	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Beralungen drehten sich um das künftige Schicksal	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Beratungen bulgarischer Bandenführer.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Berliner Stadtverwaltung gegen die Regierung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Besorgnis zu erfüllen. Unter diesen Umständen	0	0	1	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Besuch Dr. Danews den türkischen Delegierten,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Bezirken unter Wohnungsverhältnissen und Löhnen,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Blaminck, Frièsz oder Tappert, Pechstein und Cäsar	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Blatt Jeune Turc führt aus, daß der Besitz der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Bodenreform angesehen wird. Er erklärte für	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Botschafter eine Deputation arabischet	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Bureau erfährt, haben die Gesandten der sechs	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Cézanne, Gauguin und van Gogh werden als harmlose	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	D. Kaftan in Kiel und D. Maurer in Wiesbaden	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dagegen darf bei der Entscheidung der Frage, wie	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dagegen sagte Tontschew, der Führer der Jungliberalen:	0	0	0	1	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dallwitz den Herren Sozialdemokraten das Strafregister	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Damit war das zweite Thema gegeben: die	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Darlegung zufolge, immer wieder hervorgehoben	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Darstellung des Temps können wir mitteilen, daß	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Das Neueste.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Das Reutersche Bureau erfährt, daß Dr. Danew	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Das Schicksal ruft uns heute auf, das Vaterland	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Das kriegslustige Bulgarien.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Delbruck ihre Verhandlungen fortgesetzt. Es	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dem bisherigen Oberstkommandierenden der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Denkschrift enthält die endgültige Verpflichtung.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Denkschrift übermittelt, die die chinesische Regierung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der Besugspreis beträgt pro Monat: Ausgabe A (beide Teile zusammen) 2 Mark 50 l	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der Bezusspreis beträgt pro Monat: Ausgabe A (beide Teile zusammen) z Ma	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der Generalissimus Izzet-Pascha hat an	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der Hauptstreich aber wurde am 25. März 1912	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der Ikdam beglückwünscht Mahmud SchefketPascha	0	0	0	1	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der Prozeß gegen die Pariser	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Der Tag"" besteht aus zwei Teilen, dem zweimal täglich, morgens und abends (Sonntags nur"	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Der außerordenliche Aufschwung, den in neuerer	0	0	0	1	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dic Stimmung in den Parlamenten wird oft	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Die ""Jungen"" in Wien."	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Abreise der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Botschafter-Reunion.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Etatsdebatte im Abgeordnetenhause.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Fleisch-Enquetekommission hat	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Hoffnung und das Leben der Nation beruhen	0	0	0	1	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Militärverwaltung trifft auf der ganzen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Ueberführung der Banditen in den	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die Welt ist wieder einmal stark in Kunstprogrammen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die günstigen Wirkungen der Arbeitsteilung und Arbeitsvereinigung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Die hier eingetroffenen bulgarischen Bandenführer	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Diplomatische Kreise sind sogar der Ansicht, daß	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Doch dies alles sollte nur das ""Betriebsmaterial"""	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dr. Streit abgereist. Vorher äußerte er sich noch	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dreihundert Gendarmen zu Pferde gingen gegen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Dubois in einer Hütte in Choisy-le-Roi, südlich	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Durch eine Zentralisierung solcher Geschäfte wird	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Durch kaiserliches Jrade wurde der Generalstabschef	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	E. v. Horn.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Eifer eines stets unschuldig Verfolgten seine Attacke	0	0	0	0	1	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ein Beamter, der im wesentlichen gleichartige Sachen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ein Handschreiben Kaiser	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ein Künstlerbrief	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Eindruck derselben nicht all zu ungünstig.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Eindruck.	0	0	0	1	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Eins ihrer hervorragendsten Mitglieder, der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Eisenbahnräubereien zu drei Jahren Gefängnis.	0	1	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Entschließungen erst abhängen sollen. Während	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Erfüllern meist nur leere snobistische Tändeleien und	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ergebnis. Infolgedessen ziehen sich Verhandlungen	0	0	0	0	0	1
3074409X_1913-02-01	nn	1913	pre war	pre	Ersatzwahl in Londonderry für den Unionisten,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Eröffnung seiner Kampagne für eine englische	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Extrablättern über die eben in Versailles erfolgte	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Februar	0	0	0	1	0	1
3074409X_1913-02-01	nn	1913	pre war	pre	Fleischergewerbe - benannten 180 Sachverständigen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Forum des Reichstags! Daß die Sprecher	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Frage, sondern um die allgemeine politische	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Fragen zu erörtern, von deren Klärung weitere	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Franz Josephs an den Zaren.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Franz Servacs.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Friedensdelegierten.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Friedenssehnsucht- Balkan.	0	0	0	0	1	0
3074409X_1913-02-01	nn	1913	pre war	pre	Friedensverhandlungen beweist, daß wir sowohl	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Fällen hatten also je zwei Mann etliche Tausend	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Für alle Fälle ist jedoch Herr Wesnitsch einstweilen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Garde und Infanterie - Artillerie war unterwegs,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Garnier und Valet, zwei andere Häupter der Gesellschaft,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Gegenwehr aufraffte und so laut und eindringlich	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Gegenüber Aeußerungen, daß die Kommission zu	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Gegenüber dieser durch und durch tendenziösen	0	0	0	0	1	0
3074409X_1913-02-01	nn	1913	pre war	pre	Gegner errungen. Ein Privatdrahtbericht meldet	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Generalissimus Izzet-Pascha, der aus Tschataldscha	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	George erklärte, nicht ruhen zu wollen, bis er	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Gesellschaften ist, um so größere Mühe bereitet ihm die	0	0	0	0	0	1
3074409X_1913-02-01	nn	1913	pre war	pre	Gogh. Cézanne und Renoir werden bei dieser Gelegenheit	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Grey den Entschluß der Verbündeten mitgeteilt	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Griechen.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Großmächte neuerlich und vielleicht mit noch	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Grund- und Bodenmonopol. Das Land	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Grundlage alles Heil erhoffte. Daß sich die	0	0	0	1	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Haltung des neuen Kabinetts zerstreute, bekundet	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Haltung, die ein Teil der französischen Presse	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hamburg. Neuerwall z.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hannover, Oeorgstraße 20. Köln. Domkloster K. Leipztg, Petersstraße 22. Magdeburg, Breiteweg 184. Mu	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hauptgeschaltsstelle: Berlin SWé8, Zimmerstr. 36-41.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hauptgeschäftsstelle: Berlin SW é8, Zimmerstr. 36-41.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Heer, bestehend aus Polizei, republikanischer	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Hehler oder ""Ausbaldowerer"" tätig waren, während"	0	0	1	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hermandad von da an etwas energischer vorging.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Herr v. Kardorff riefen nach der Gewalt des Gesetzes,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Herren, als ganz zahmes Ganserl der sonst so gefürchtete	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Herrscher, wie schon vorher, in so bewegter Zeit	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Heute soll die Debatte weitergehen, und sie wird.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hier werden alle Vorbereitungen zur Wiederaufnahme	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hier will man wissen, daß die nächste Sitzung der	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hilfe starken militärischen Aufgebots, eine abermalige	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hinrichtung des Gendarmenmörders Renard.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hof- und Gesellschaftskreisen äußerst beliebt.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Hummer 27	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ich fragte heute ein Regierungsmitglied:.Betrachten	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ihrer Ankündigung entsprechend haben die serbischen	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Illustrierter Ceil	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Im Hinblick auf den beginnenden Prozeß sei	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Im übrigen unterhielt man sich hier etwas sachlicher	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	In Paris waren gestern abend wieder einmal	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	In Wien kann man's jetzt erleben, wie die Entwicklung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	In drei Zellenwagen wurden zwanzig Mit	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Inseln des Archipels für die Türkei viel wertvoller	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Instanzen auf die unteren abzuwälzen, sondern auch	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Inzeigenpreis pro Zeile: im Nachrichten-Teil 60 Pig., im illustrierten Teil 75 Pig., mit	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Jahr lang terrorisierten, und wenn man die ""stillen"	0	1	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Jahre nur wie in verrinnenden Wellenkreisen nachzittert.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Justiz zu entgehen wußten, so kommt vielleicht	0	0	1	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Justizpalast.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	K	0	0	0	1	0	1
3074409X_1913-02-01	nn	1913	pre war	pre	Kampfes. Wie ich Ihnen bereits früher gemeldet.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Klein reichen sie lange nicht heran. Das Wunderliche	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Kommission sein konnte, Maßnahmen zur Behebung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Kommunglabgaben und staatliche Kommunalaufsicht.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Konstantinopel, 1. Februar.	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Konstantinopel, 1. Februar. Diplomatische	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Konstantinopel, 31. Januar. Wie die Blätter	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Korrespondenten.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Kreise glauben, daß ein Kollektivschritt der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Künstlerjugend in ihren Räumen. Doch hier gibt er	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Lauf des Banditenautomobils hemmen und ein	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Laufe der Zeit eine schon ziemlich weitgehende Arbeitsteilung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Leben und Zukunft des Vater-	0	0	0	0	1	0
3074409X_1913-02-01	nn	1913	pre war	pre	Leistungsfähigkeit der Beamten. Die Erweiterung der	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Liberalen, der der Ansicht ist, daß die Mächte	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Linie Dispositionen zur Wiederaufnahme des	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Lokalisierung des Krieges im wesentlichen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	London, 31. Januar.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	London, 31. Januar. Bei der ParlamentsErsatzwahl	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Londonderry haben die irischen Nationalisten	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Londoner Botschafterreunion als zeitweilig	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Londoner Botschafterreunion auf ein unbestimmter	0	0	1	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Manet mit den Seinigen von diesen Tempelstürmern	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	"Marinetti, als der proklamierte Entdecker der ""Schönheit"	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Marquis Hamilton, der sein Mandat niedergelegt	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Material war zum Teil etwas mystischer Herkunft,	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Maßnahmen zuzulassen, die direkt zur Etablierung	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Mehrheit des Reichstages gegen den Reichskanzler	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Militärische Vorbereitungen.	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Millionen von Menschen lebten in den ländlichen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Ministeriums ermöglicht. Auf eine Anfrage antwortete	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Montag, wie gesagt, zwanzig Köpfe vor den Geschworenen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Morgenausgabe	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Muster führten, so daß in den Häusern, abgesehen	0	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Mächte in Konstantinopel unmittelbar bevorstehe.	1	0	0	0	0	0
3074409X_1913-02-01	nn	1913	pre war	pre	Mächte nach ihrer gestrigen Zusammenkunft dem	0	0	0	0	0	0
